(36.7598598, 10.257250099999965)
(36.7497649, 10.269749199999978)
(36.7395424, 10.280628799999931)
(36.734787, 10.301884100000052)
(36.7288027, 10.318043999999986)
(36.7195024, 10.340196300000002)
(36.7132158, 10.363763999999946)
(36.7025756, 10.383158099999946)
(36.6924608, 10.423376299999973)
(36.6928068, 10.456172299999935)
(36.6913525, 10.485921800000028)
